,type,title,release_year,rating,duration,is_adult,polarity,subjectivity,continent
400,Movie,A Noble Intention,2015,6.7,111,0,0.5,1.0,Europe
401,Movie,Bon Bini Holland,2015,5.4,88,0,0.13636363636363635,0.45454545454545453,Europe
402,TV Show,Conspiracy,2015,8.0,1,0,-0.20833333333333334,0.4916666666666667,Europe
403,TV Show,Dead Set,2008,7.6,1,0,0.0,0.1,Europe
404,Movie,Dukhtar,2014,6.9,93,0,-0.25,0.7,Asia
406,Movie,Figaro Pho,2008,4.7,29,0,0.1625,0.5,Europe
407,Movie,Full Out,2015,6.3,88,0,0.0,0.0,North America
408,TV Show,Game Winning Hit,2009,2.3,1,0,0.1621212121212121,0.48484848484848486,Asia
409,Movie,Holy Hell,2016,7.0,103,0,0.15000000000000002,0.6499999999999999,North America
410,TV Show,Lucky Days,2010,6.6,1,0,0.0,0.0,Asia
411,Movie,Off Course,2015,8.2,107,0,0.0,0.0,Europe
412,Movie,Saudi Arabia Uncovered,2016,7.4,52,0,0.15833333333333333,0.48055555555555557,Europe
413,TV Show,Station Horizon,2015,7.5,1,0,-0.25,0.5,Europe
414,TV Show,The Fierce Wife,2010,6.8,1,0,0.925,1.0,Asia
415,TV Show,The Womanizer,2010,7.4,1,0,0.3181818181818182,0.6022727272727273,Asia
416,TV Show,The Year of Happiness and Love,2009,5.1,1,0,0.15,0.3125,Asia
417,Movie,We Need to Talk,2016,9.5,91,0,0.5590909090909091,0.7011363636363637,Europe
419,Movie,Iliza Shlesinger: War Paint,2013,6.6,75,0,0.125,0.2833333333333333,North America
420,Movie,After,2019,8.0,106,0,-0.22499999999999995,0.5416666666666666,North America
421,Movie,Home Is Where the Killer Is,2019,4.4,87,0,0.1,0.4,North America
422,TV Show,Rhythm + Flow,2019,7.6,1,0,0.0,0.0,North America
423,Movie,Garuda Di Dadaku,2009,6.7,96,0,0.8,0.75,Asia
424,Movie,Mo Amer: The Vagabond,2018,7.3,57,0,0.1,0.45,North America
426,Movie,Winter on Fire: Ukraine's Fight for Freedom,2015,8.3,99,0,0.016666666666666646,0.7999999999999999,Europe
427,Movie,Deon Cole: Cole Hearted,2019,6.9,70,0,-0.11126373626373627,0.4909798534798535,North America
428,Movie,The Spooky Tale of Captain Underpants Hack-a-ween,2019,5.9,46,0,0.4069444444444444,0.5722222222222222,North America
429,Movie,Pulang,2018,6.7,119,0,0.0,0.0,Asia
430,Movie,The Water Diviner,2014,7.0,111,0,0.0,0.0,Oceania
431,Movie,Chris Brown: Welcome to My Life,2017,5.5,80,0,0.0,0.0,North America
432,Movie,13TH,2016,8.2,101,0,0.13333333333333333,0.09999999999999999,North America
433,Movie,Russell Peters: Almost Famous,2016,6.6,73,0,0.1875,0.275,North America
434,TV Show,StoryBots Super Songs,2016,8.7,1,0,0.3,0.425,North America
435,Movie,The Siege of Jadotville,2016,7.2,108,0,0.2833333333333333,0.5499999999999999,Europe
436,Movie,Love for Sale,2018,7.4,101,0,0.0,0.0,Asia
437,Movie,Jackpot,2015,7.3,92,0,0.2333333333333333,0.45,Asia
438,Movie,Seven in Heaven,2018,5.3,94,0,-0.35,0.425,North America
439,TV Show,ID-0,2017,6.1,1,0,0.3,0.75,Asia
440,Movie,Kung Fu Yoga,2017,5.1,107,0,-0.35,0.55,Asia
441,Movie,The Death and Life of Marsha P. Johnson,2017,7.2,106,0,0.0,0.0,North America
442,TV Show,Legend Quest: Masters of Myth,2019,7.5,1,0,0.0,0.0,North America
443,TV Show,My Country: The New Age,2019,8.2,1,0,-0.05681818181818182,0.4772727272727273,Asia
444,Movie,Noblemen,2019,5.6,109,0,0.3055555555555556,0.5277777777777778,Asia
446,TV Show,Dancing Queen,2018,6.9,1,0,0.3,0.48541666666666666,Unknown
447,Movie,Emma' (Mother),2016,6.9,74,0,0.0,0.0,Asia
448,TV Show,Empire Games,2018,5.8,1,0,0.2833333333333333,0.8,Europe
449,TV Show,LOST SONG,2018,7.0,1,0,0.1,0.4,Asia
450,Movie,Malevolent,2018,4.8,89,0,0.08666666666666667,0.63,Europe
451,Movie,Private Life,2018,7.2,124,0,0.0,0.0,North America
452,Movie,Super Monsters Save Halloween,2018,5.7,25,0,-0.13333333333333333,0.7833333333333333,Unknown
453,TV Show,YG Future Strategy Office,2018,6.8,1,0,-0.05,0.2625,Asia
454,Movie,A Plastic Ocean,2016,7.9,100,0,-0.1,0.0,Europe
455,Movie,Brother in Love,2019,7.0,110,0,0.15,0.2833333333333334,Asia
456,Movie,In the Tall Grass,2019,5.4,102,0,0.1111111111111111,0.8333333333333334,North America
457,Movie,Kids on the Block,2019,5.6,102,0,0.35,0.5,Asia
458,TV Show,Raising Dion,2019,7.1,1,0,0.21666666666666667,0.7,North America
460,Movie,Compulsion,2016,4.0,84,0,0.13999999999999999,0.51,Europe
461,Movie,The Dreamer,2009,5.0,121,0,0.25,0.5,Asia
462,Movie,The Haunting of Molly Hartley,2008,3.9,85,0,-0.20227272727272727,0.5340909090909091,North America
464,Movie,LEGO Jurassic World: The Indominus Escape,2016,5.7,25,0,0.02727272727272727,0.8309090909090908,North America
465,Movie,Grego Rossello: Disculpe las molestias,2019,4.5,65,0,0.39999999999999997,0.4666666666666666,South America
466,TV Show,Nowhere Man,2019,8.1,1,0,0.7,0.8,Asia
468,Movie,Gun City,2018,6.3,126,0,0.0,0.0,Europe
469,Movie,Heneral Luna,2015,7.3,118,0,0.0,0.0,Asia
470,Movie,Judah Friedlander: America Is the Greatest Country in the United States,2017,7.8,84,0,-0.04090909090909092,0.45113636363636367,North America
472,TV Show,Zumbo's Just Desserts,2016,6.9,1,0,0.05555555555555556,0.3333333333333333,Oceania
473,Movie,Kristy,2013,5.8,85,0,-0.8,1.0,North America
474,TV Show,"Bring It On, Ghost",2016,7.7,1,0,-0.15555555555555559,0.2888888888888889,Asia
475,Movie,Mehandi Circus,2019,7.3,126,0,0.3,0.44999999999999996,Asia
476,TV Show,Tomorrow with You,2017,7.4,1,0,0.0,0.275,Asia
477,TV Show,Tunnel,2019,8.3,1,0,-0.125,0.1875,Unknown
479,Movie,Shorgul,2016,5.5,122,0,0.0,0.5,Asia
480,Movie,Siddhant,2014,6.4,105,0,-0.13333333333333333,0.26666666666666666,Asia
481,TV Show,The Degenerates,2018,6.2,1,0,0.05,0.3,Unknown
483,Movie,SPF-18,2017,3.2,75,0,0.05,0.3,North America
484,Movie,Forks Over Knives,2011,8.6,96,0,-0.125,0.375,North America
485,TV Show,Seis Manos,2019,7.1,1,0,0.0,0.0,North America
486,Movie,Benji's Very Own Christmas Story,1978,5.3,25,0,-0.6,0.7999999999999999,North America
487,Movie,The Black Prince,2017,8.3,121,0,0.0,0.0,Europe
488,Movie,Truth or Dare,2017,7.6,88,0,-0.30000000000000004,0.4,North America
489,Movie,Cult of Chucky,2017,5.2,90,0,0.1,0.2,North America
490,Movie,Rodney Carrington: Here Comes the Truth,2017,4.5,66,0,0.016666666666666663,0.5666666666666667,North America
491,Movie,Security,2017,7.4,92,0,-0.03333333333333333,0.3,North America
493,TV Show,Shine On with Reese,2018,7.5,1,0,0.35,0.7,North America
494,Movie,The Road to El Camino: Behind the Scenes of El Camino: A Breaking Bad Movie,2019,7.1,14,0,-0.125,0.375,North America
495,Movie,Kings,2017,5.0,87,0,-0.1277777777777778,0.3944444444444445,Europe
496,Movie,Pup Star,2016,4.3,92,0,0.15,0.15000000000000002,North America
497,Movie,A 3 Minute Hug,2019,6.5,28,0,0.26666666666666666,0.16666666666666666,North America
498,Movie,Little Miss Sumo,2018,6.6,20,0,0.0,0.4583333333333333,Europe
499,Movie,Equals,2015,7.7,102,0,-0.006249999999999999,0.4080357142857143,North America
500,Movie,Pup Star: Better 2Gether,2017,4.3,93,0,-0.21666666666666667,0.6833333333333332,North America
501,Movie,I Am the Pretty Thing That Lives in the House,2016,4.6,89,0,0.13333333333333336,0.5833333333333334,North America
502,Movie,Into the Inferno,2016,7.2,107,0,0.08974358974358974,0.5316239316239316,Europe
503,Movie,The African Doctor,2016,7.0,94,0,0.18333333333333335,0.4666666666666666,Europe
504,Movie,They Are Everywhere,2016,5.8,110,0,0.16818181818181818,0.4,Europe
506,Movie,West Coast,2016,5.7,81,0,0.0,0.0,Europe
507,TV Show,"Wait, My Youth",2019,8.0,1,0,0.5,0.6,Unknown
508,Movie,14 Cameras,2018,4.6,89,0,0.0,0.0,North America
509,Movie,Dragon Tiger Gate,2006,6.1,94,0,0.0,0.0,Asia
510,TV Show,Beyond Stranger Things,2017,7.4,1,0,0.625,0.9,North America
511,Movie,Joan Didion: The Center Will Not Hold,2017,7.4,98,0,0.21000000000000002,0.35,North America
513,Movie,Manson Family Vacation,2015,5.8,85,0,0.07777777777777777,0.8222222222222223,North America
514,TV Show,A Little Thing Called First Love,2019,7.9,1,0,0.0,0.75,Asia
515,Movie,The Last Whistle,2019,5.1,88,0,0.0,0.0,North America
516,Movie,Been So Long,2018,5.4,100,0,0.021428571428571436,0.5588624338624338,Unknown
517,Movie,Dovlatov,2018,6.4,126,0,0.9,1.0,Europe
518,Movie,Incoming,2019,6.3,89,0,0.0,0.0,Europe
519,Movie,Jefe,2018,5.4,90,0,-0.3,0.6,Europe
520,Movie,Santo Cachón,2018,4.7,87,0,0.5,1.0,South America
521,Movie,Shirkers,2018,7.4,97,0,0.0,1.0,North America
522,TV Show,Terrorism Close Calls,2018,5.2,1,0,0.0,0.0,North America
523,Movie,W/O Ram,2018,6.0,115,0,-0.04999999999999999,0.6,Asia
524,Movie,Strange Weather,2016,6.0,91,0,0.037500000000000006,0.675,North America
525,Movie,A Tale of Love and Darkness,2015,6.0,98,0,0.15833333333333333,0.39166666666666666,Asia
526,Movie,Assimilate,2019,5.3,94,0,-0.525,0.575,North America
527,TV Show,Brotherhood,2019,8.4,1,0,0.06666666666666665,0.5666666666666667,South America
529,Movie,Dolemite Is My Name,2019,7.2,118,0,-0.16666666666666666,0.4000000000000001,North America
530,TV Show,Drug Squad: Costa del Sol,2019,6.7,1,0,0.35714285714285715,0.5714285714285714,Europe
531,Movie,It Takes a Lunatic,2019,6.6,127,0,0.3833333333333333,0.75,North America
532,TV Show,Monzón: A Knockout Blow,2018,7.9,1,0,0.0,0.0,South America
534,TV Show,Nailed It! France,2019,6.5,1,0,0.5125,0.625,Europe
535,TV Show,Nailed It! Spain,2019,5.6,1,0,0.5,1.0,Europe
536,TV Show,Prank Encounters,2019,5.2,1,0,0.4333333333333333,0.7666666666666666,North America
537,Movie,Rattlesnake,2019,4.6,86,0,-0.09047619047619049,0.5380952380952381,North America
538,Movie,The Awakening of Motti Wolkenbruch,2018,6.6,94,0,0.13333333333333333,0.5333333333333333,Europe
539,TV Show,The Untamed,2019,6.1,1,0,-0.1625,0.6,Asia
540,TV Show,DreamWorks Spooky Stories,2009,6.2,1,0,-0.25,0.5833333333333334,North America
542,Movie,Ronnie Coleman: The King,2018,7.0,93,0,0.8166666666666668,0.7166666666666667,North America
543,Movie,Meet the Trumps: From Immigrant to President,2017,5.0,48,0,0.0,0.0,Europe
544,Movie,The Hateful Eight,2015,7.6,168,0,0.2,0.6,North America
545,Movie,Walt Disney Animation Studios Short Films Collection,2015,7.6,90,0,0.0,0.3,North America
546,TV Show,Daybreak,2019,6.6,1,0,0.4,0.6,North America
547,Movie,Echo in the Canyon,2019,6.9,82,0,0.22000000000000003,0.48,North America
548,Movie,Revenge of the Pontianak,2019,5.3,92,0,-0.4,0.7,Asia
550,TV Show,Bodyguard,2018,6.7,1,0,0.12222222222222223,0.2111111111111111,Europe
551,Movie,Jack Whitehall: At Large,2017,6.8,68,0,0.0,0.0,Europe
552,TV Show,The Mist,2017,7.1,1,0,-0.02121212121212122,0.48484848484848486,North America
553,Movie,E-Team,2014,7.1,90,0,-0.4375,0.55,North America
555,Movie,American Heist,2014,5.0,95,0,0.05555555555555555,0.4444444444444444,North America
556,TV Show,"Breakfast, Lunch & Dinner",2019,8.4,1,0,0.0,0.0,North America
557,Movie,Dancing with the Birds,2019,8.2,52,0,1.0,0.3,North America
558,Movie,Master Z: The Ip Man Legacy,2018,6.5,108,0,-0.10000000000000002,0.06666666666666667,Asia
560,TV Show,Here to Heart,2018,7.5,1,0,-0.1,0.2,Asia
562,Movie,While We're Young,2015,6.3,97,0,0.1505050505050505,0.36464646464646466,North America
564,Movie,I'll See You in My Dreams,2015,6.7,96,0,0.0,0.39,North America
565,Movie,Jenny Slate: Stage Fright,2019,5.8,67,0,0.28571428571428575,0.6349206349206349,North America
566,Movie,The Texas Chainsaw Massacre,1974,7.6,83,0,-0.3666666666666667,0.8333333333333334,North America
567,Movie,Tracers,2015,5.6,94,0,0.3181818181818182,0.7272727272727273,North America
569,Movie,God Knows Where I Am,2016,7.3,103,0,0.0,0.0,North America
570,Movie,Aashayein,2010,7.0,115,0,-0.6,1.0,Asia
571,Movie,Bhool Bhulaiyaa,2007,7.4,148,0,0.0,0.0,Asia
572,Movie,Humko Deewana Kar Gaye,2006,5.2,149,0,0.425,0.625,Asia
573,Movie,Kajraare,2010,2.9,113,0,0.11000000000000001,0.67,Asia
574,Movie,Karzzzz,2008,2.2,137,0,0.0,0.0,Asia
575,Movie,Patiala House,2011,5.6,140,0,0.26666666666666666,0.5444444444444444,Asia
576,Movie,Ready,2011,7.6,144,0,0.0,0.6666666666666666,Asia
577,Movie,Results,2015,5.4,105,0,-0.05833333333333333,0.6749999999999999,North America
578,Movie,Free Fire,2016,4.6,91,0,0.0,0.0,Europe
580,TV Show,The Liar,2013,8.3,1,0,-0.10000000000000002,0.36666666666666664,Unknown
581,TV Show,Containment,2016,7.6,1,0,0.0,0.0,North America
582,Movie,Joe Rogan: Triggered,2016,7.4,64,0,0.2,1.0,North America
583,Movie,Wyatt Cenac: Brooklyn,2014,6.3,68,0,0.0,0.0,North America
584,Movie,How to Get Over a Breakup,2018,6.1,104,0,0.10952380952380952,0.37142857142857144,South America
585,Movie,The Gospel of John,2014,7.7,161,0,0.125,0.16666666666666666,Europe
586,Movie,1922,2017,6.2,103,0,0.0,0.0,North America
587,Movie,Miss Representation,2011,7.5,90,0,0.0,0.0,North America
588,Movie,One of Us,2017,7.7,95,0,0.0,0.0,North America
590,Movie,Wheelman,2017,6.4,82,0,-0.55,0.8,North America
591,TV Show,Border Patrol,2016,8.0,1,0,0.34545454545454546,0.5181818181818182,Unknown
592,TV Show,Botched Up Bodies,2013,6.3,1,0,-0.2125,0.75,Europe
593,TV Show,Bringing Sexy Back,2015,6.7,1,0,-0.31666666666666665,0.6,Unknown
596,TV Show,Ghost Town Gold,2012,6.9,1,0,0.1,0.4,North America
600,TV Show,Living Undocumented,2019,6.6,1,0,0.0,0.0,North America
601,Movie,Ready to Mingle,2019,5.9,98,0,-0.07142857142857142,0.21428571428571427,North America
602,Movie,Salam - The First ****** Nobel Laureate,2018,7.8,76,0,0.025000000000000005,0.225,North America
605,Movie,Joe Rogan: Strange Times,2018,7.3,64,0,0.28571428571428575,0.4904761904761905,Unknown
609,Movie,Monty Python: Before the Flying Circus,2000,7.3,56,0,0.22499999999999998,0.7,Europe
612,Movie,Monty Python: The Meaning of Live,2014,7.6,94,0,0.24772727272727268,0.4666666666666666,Europe
614,TV Show,Monty Python's Fliegender Zirkus,1972,8.1,1,0,-0.07272727272727272,0.2909090909090909,Europe
616,TV Show,Monty Python's Personal Best,2005,7.9,1,0,0.4583333333333333,0.75,North America
617,Movie,Parrot Sketch Not Included: Twenty Years of Monty Python,1989,8.1,72,0,0.0,0.0,Europe
618,Movie,The Meaning of Monty Python,2013,7.5,60,0,0.25,1.0,North America
619,Movie,Sleeping with Other People,2015,6.5,101,0,0.125,0.2916666666666667,North America
620,Movie,Anjelah Johnson: Not Fancy,2015,5.7,64,0,0.0,0.0,North America
622,Movie,Men in Black,1997,7.7,98,0,-0.0625,0.5,North America
623,Movie,Moms at War,2018,6.2,92,0,1.0,0.3,Africa
624,Movie,The Command,2018,6.6,118,0,0.04999999999999999,0.21666666666666667,Europe
625,TV Show,Accidentally in Love,2018,7.4,1,0,0.11666666666666665,0.6333333333333333,North America
626,TV Show,Ask the Doctor,2017,6.5,1,0,0.2916666666666667,0.4666666666666666,Oceania
629,Movie,Derren Brown: Sacrifice,2018,7.1,50,0,-0.11666666666666665,0.3333333333333333,Unknown
630,Movie,Gnome Alone,2018,5.6,86,0,0.1481818181818182,0.4972727272727272,Europe
631,Movie,Illang: The Wolf Brigade,2018,5.9,140,0,0.0,0.0,Asia
632,Movie,Naa Bangaaru Talli,2013,7.3,122,0,-0.3,0.3833333333333333,Asia
633,Movie,Oddbods: Party Monsters,2018,5.0,23,0,-0.375,0.6875,Unknown
634,Movie,S Storm,2016,5.2,95,0,-0.15555555555555559,0.2888888888888889,Asia
635,Movie,The Gospel of Luke,2015,6.9,205,0,0.05,0.5125,North America
636,Movie,The Gospel of Mark,2015,7.6,123,0,0.0,0.0,Unknown
637,Movie,The Gospel of Matthew,2014,7.6,190,0,0.0,0.0,Unknown
638,Movie,The Night Comes for Us,2018,6.9,121,0,0.0,0.0,Asia
639,TV Show,Wanderlust,2018,7.0,1,0,-0.041666666666666664,0.4583333333333333,Europe
640,Movie,Wedding Unplanned,2017,6.1,94,0,0.0,0.3,Europe
641,Movie,10 Days in Sun City,2017,5.1,87,0,0.275,0.65,Africa
642,Movie,93 Days,2016,6.0,121,0,0.28333333333333327,0.65,Africa
643,Movie,Eli,2019,7.1,98,0,-0.25,0.7,North America
644,Movie,In My Country,2018,6.7,99,0,0.1,1.0,Unknown
645,TV Show,Interior Design Masters,2019,6.4,1,0,0.3333333333333333,0.7666666666666666,Europe
646,TV Show,Living with Yourself,2019,7.2,1,0,0.225,0.325,North America
647,Movie,"Love, Surreal and Odd",2017,5.6,95,0,0.125,0.43125,Asia
648,TV Show,Mighty Little Bheem: Diwali,2019,7.7,1,0,0.35,0.55,Asia
650,Movie,New Money,2018,5.1,107,0,0.0,0.0,Africa
651,Movie,Seventeen,2019,7.2,100,0,0.0,0.0,Europe
652,Movie,Tatu,2017,4.2,101,0,0.0,0.125,Africa
653,Movie,Tell Me Who I Am,2019,7.6,86,0,-0.22000000000000003,0.29,Europe
654,Movie,The Laundromat,2019,6.3,96,0,0.0,0.7,North America
655,TV Show,Unnatural Selection,2019,8.1,1,0,-0.1,0.5,North America
656,Movie,Up North,2018,5.4,99,0,0.11818181818181818,0.42727272727272725,Africa
657,Movie,Upstarts,2019,6.7,112,0,0.6499999999999999,0.8,Asia
658,Movie,Verses of Love 2,2017,5.5,127,0,0.1787878787878788,0.48484848484848486,Asia
659,Movie,Mr. Chandramouli,2018,5.1,131,0,-1.0,1.0,Asia
661,Movie,The Karate Kid,2010,8.7,140,0,0.08333333333333333,0.08333333333333333,North America
662,TV Show,THE UNLISTED,2019,6.5,1,0,-0.2,0.35,Oceania
664,Movie,Patton Oswalt: Annihilation,2017,7.2,66,0,0.016666666666666666,0.5166666666666666,North America
665,TV Show,Another Miss Oh,2016,7.8,1,0,0.1,0.2875,Asia
666,Movie,Ghosts of Sugar Land,2019,5.5,22,0,-0.7,0.8,North America
667,Movie,League of Legends Origins,2019,6.5,78,0,0.0,0.4000000000000001,North America
668,Movie,Park Na-rae: Glamour Warning,2019,5.1,63,0,0.39999999999999997,0.7000000000000001,Asia
669,TV Show,Second 20s,2015,7.6,1,0,0.20880681818181818,0.5136363636363637,Asia
670,Movie,Sinister 2,2015,5.6,97,0,-0.19428571428571428,0.4228571428571429,North America
671,Movie,The Game Changers,2018,7.8,86,0,0.5785714285714286,0.4857142857142857,North America
672,Movie,"Ron White: If You Quit Listening, I'll Shut Up",2018,6.5,63,0,-0.13333333333333333,0.4666666666666666,North America
673,Movie,Baadshaho,2017,4.9,135,0,0.0,0.0,Asia
674,Movie,Closed Circuit,2013,6.2,96,0,0.0,0.0,Europe
675,TV Show,Footprints in the Sand,2011,8.2,1,0,0.5,0.6,North America
678,TV Show,Laws of Attraction,2012,7.7,1,0,0.08333333333333333,0.16666666666666666,Unknown
679,Movie,Lucknow Central,2017,6.2,144,0,0.0,0.25,Asia
680,Movie,A Family Affair,2015,6.1,111,0,0.01666666666666668,0.4666666666666666,Europe
681,Movie,Anthony Jeselnik: Thoughts and Prayers,2015,7.7,59,0,-0.022222222222222223,0.24444444444444446,North America
682,Movie,Beasts of No Nation,2015,7.7,137,0,-0.06666666666666668,0.20000000000000004,North America
683,Movie,Circle,2015,8.1,86,0,-0.16666666666666666,1.0,North America
684,TV Show,Black Money Love,2014,7.4,1,0,-0.35,0.65,Asia
685,Movie,Dark Crimes,2016,4.7,93,0,0.1,0.825,Europe
686,Movie,Homeland,2019,5.9,73,0,0.3666666666666667,0.4666666666666666,Unknown
688,TV Show,Power Rangers Beast Morphers,2019,6.5,1,0,-0.22424242424242424,0.7136363636363636,North America
689,TV Show,Devlok with Devdutt Pattanaik,2017,7.9,1,0,0.0,0.0,Asia
690,Movie,Meghnadbodh Rohoshyo,2017,6.3,150,0,-0.07777777777777779,0.6222222222222222,Asia
691,Movie,Sanju,2018,7.6,159,0,-0.25,0.25,Asia
692,TV Show,Stunt Science,2018,5.0,1,0,-0.55,0.7,Europe
693,Movie,A Scandall,2016,3.1,108,0,0.25,0.5,Asia
695,Movie,Ankur Arora Murder Case,2013,6.5,127,0,0.05,0.2,Asia
696,Movie,Belief: The Possession of Janet Moses,2015,5.7,90,0,-0.05,0.2,Oceania
697,Movie,Calendar Girls,2015,4.2,126,0,-1.0,1.0,Asia
698,Movie,Darra,2016,5.4,121,0,0.425,0.575,Asia
699,Movie,El Che,2017,7.3,119,0,0.2681818181818182,0.5772727272727273,South America
700,Movie,Gour Hari Dastaan: The Freedom File,2015,7.3,109,0,-0.15000000000000002,0.1,Asia
701,TV Show,Harry & Bunnie,2017,4.7,1,0,-0.012499999999999997,0.3875,Asia
702,Movie,Jal,2013,6.6,132,0,0.3,0.7,Asia
704,Movie,Money,2016,8.3,84,0,-0.13333333333333333,0.13333333333333333,North America
705,Movie,One Night Stand,2016,8.5,93,0,0.0,0.0,Asia
706,Movie,OtherLife,2017,6.2,96,0,0.2,0.7,Oceania
707,Movie,Sardaarji 2,2016,5.2,145,0,-0.09999999999999999,0.5190476190476191,Oceania
709,Movie,Singapore,1960,7.9,158,0,-0.10625000000000001,0.2,Asia
710,Movie,Story of an Egg,2017,8.0,132,0,-0.19166666666666665,0.3333333333333333,Asia
712,Movie,Teshan,2016,5.2,133,0,0.1672727272727273,0.42233766233766235,Asia
713,Movie,Ujala,1959,6.7,143,0,0.6,0.5333333333333333,Asia
714,Movie,Veerappan,2016,5.2,117,0,-0.1638888888888889,0.6659722222222222,Asia
715,Movie,Why Knot,2016,5.6,84,0,0.13333333333333333,0.7277777777777779,North America
717,Movie,Berserk: The Golden Age Arc I - The Egg of the King,2012,7.5,77,0,-0.03333333333333336,0.6333333333333333,Asia
719,Movie,Bleach the Movie: Hell Verse,2010,7.3,94,0,-0.3333333333333333,0.6666666666666666,Asia
720,Movie,Blind Date,2015,6.6,91,0,0.48333333333333334,0.55,Europe
721,TV Show,DEATH NOTE,2006,4.0,1,0,0.08,0.26999999999999996,Asia
725,TV Show,Spotless,2015,8.2,1,0,0.09166666666666665,0.4333333333333333,Europe
727,Movie,This Is Not What I Expected,2017,6.7,107,0,0.31666666666666665,0.7333333333333334,Asia
728,Movie,Sky Ladder: The Art of Cai Guo-Qiang,2016,7.3,80,0,0.39166666666666666,0.525,North America
729,Movie,Suburra,2015,7.4,135,0,0.06666666666666665,0.65,Europe
731,Movie,Russell Peters: Notorious,2013,7.1,72,0,-0.3,0.3666666666666667,North America
732,Movie,Street Flow,2019,6.4,96,0,-0.09722222222222222,0.4305555555555555,Europe
734,Movie,Soorma,2018,7.3,131,0,0.0,0.0,Asia
736,Movie,Blessed Benefit,2016,6.6,83,0,0.3,0.47500000000000003,Europe
