,type,title,release_year,rating,duration,is_adult,polarity,subjectivity,continent
1084,Movie,The Accidental Spy,2017,4.4,104,0,-0.15000000000000002,0.7,Africa
1085,TV Show,The Charming Stepmom,2019,7.9,1,0,0.0,0.9583333333333334,Unknown
1086,Movie,The Island,2018,5.1,93,0,-0.22499999999999998,0.975,Africa
1087,TV Show,The Movies That Made Us,2019,7.6,1,0,0.0,0.0,North America
1088,Movie,Holiday Rush,2019,4.9,94,0,0.0,0.0,North America
1089,TV Show,Levius,2019,6.9,1,0,-0.25833333333333336,0.48333333333333334,Asia
1090,TV Show,Lugar de Mulher,2019,4.7,1,0,0.2,0.1,South America
1091,TV Show,Merry Happy Whatever,2019,6.3,1,0,0.2090909090909091,0.5636363636363637,North America
1092,TV Show,Mythomaniac,2019,6.8,1,0,0.26666666666666666,0.13333333333333333,Europe
1093,Movie,The Score,2001,8.0,124,0,0.7,0.9,Europe
1095,TV Show,Broken,2019,8.2,1,0,0.6,0.9,North America
1096,Movie,Defiance,2008,7.2,137,0,0.29583333333333334,0.5375,North America
1097,Movie,Evvarikee Cheppoddu,2019,7.2,134,0,0.0,0.0,Asia
1099,Movie,The Body Remembers When the World Broke Open,2019,6.9,106,0,0.0,0.5,North America
1100,Movie,The Irishman,2019,7.8,209,0,0.16666666666666666,0.4166666666666667,North America
1101,TV Show,Bumping Mics with Jeff Ross & Dave Attell,2018,7.7,1,0,0.3190476190476191,0.4904761904761905,North America
1102,TV Show,Minecraft: Story Mode,2015,5.6,1,0,0.4375,0.5125,North America
1103,Movie,Operation Red Sea,2018,6.6,139,0,0.17857142857142858,0.2857142857142857,Asia
1104,Movie,Poster Boys,2017,5.1,128,0,0.6,0.75,Asia
1105,Movie,Mike Birbiglia: The New One,2019,7.7,86,0,0.14583333333333334,0.6982142857142857,North America
1108,TV Show,Zona Rosa,2019,5.8,1,0,0.6,0.9,North America
1109,TV Show,Dirty John,2018,7.2,1,0,0.0,0.0,North America
1110,Movie,Pranaam,2019,4.2,117,0,-0.037500000000000006,0.47500000000000003,Asia
1112,Movie,Harold and Lillian: A Hollywood Love Story,2015,7.9,95,0,0.0,0.0,North America
1114,Movie,Perú: Tesoro escondido,2017,6.1,76,0,0.27999999999999997,0.3,South America
1115,Movie,Beauties of the Night,2016,7.2,92,0,0.1623376623376623,0.3077922077922078,North America
1116,TV Show,Gilmore Girls: A Year in the Life,2016,7.6,1,0,0.2375,0.575,North America
1117,Movie,Michael Che Matters,2016,7.2,61,0,0.13636363636363635,0.5,North America
1118,Movie,Awake,2019,5.0,92,0,0.1,0.4,North America
1119,Movie,Popeye,1980,7.6,114,0,0.0,0.0,North America
1120,Movie,Shot Caller,2017,7.3,121,0,0.06666666666666665,0.3666666666666667,North America
1121,TV Show,Strong Girl Bong-soon,2017,8.2,1,0,-0.11111111111111112,0.7222222222222222,Asia
1122,Movie,Bushwick,2017,5.2,94,0,-0.25,0.75,North America
1123,Movie,Cuba and the Cameraman,2017,8.2,114,0,0.0,0.0,North America
1124,Movie,The Girl from the Song,2016,5.6,101,0,0.5,0.6,Europe
1125,TV Show,The Many Faces of Ito,2017,5.4,1,0,0.0,0.5,Asia
1127,Movie,Charlotte's Web,1973,7.6,94,0,0.0,0.0,North America
1128,Movie,End of Watch,2012,8.2,109,0,0.0,0.25,North America
1129,Movie,Hamburger Hill,1987,6.7,110,0,-0.35833333333333334,0.5,North America
1131,Movie,The Time Machine,2002,6.1,96,0,0.08333333333333333,0.5833333333333334,North America
1132,TV Show,Fugitiva,2018,5.6,1,0,0.3333333333333333,0.7000000000000001,Europe
1134,Movie,Deep,2017,5.9,93,0,0.1,0.7,Europe
1135,Movie,Brother,2019,5.5,97,0,-0.4212542087542088,0.647979797979798,Europe
1136,TV Show,Dino Girl Gauko,2019,6.8,1,0,0.17500000000000002,0.5416666666666666,North America
1137,TV Show,Dolly Parton's Heartstrings,2019,7.5,1,0,0.5,0.55,North America
1138,Movie,Girls und Panzer der Film,2015,7.3,121,0,0.16,0.5399999999999999,Asia
1140,TV Show,Narcoworld: Dope Stories,2019,6.6,1,0,-0.125,0.375,North America
1141,TV Show,Nobody's Looking,2019,7.7,1,0,-0.22121212121212122,0.6181818181818182,South America
1143,TV Show,Singapore Social,2019,4.8,1,0,0.1,0.4,Asia
1144,Movie,The Christmas Chronicles,2018,7.7,104,0,0.0,0.0,North America
1145,TV Show,Argon,2017,7.3,1,0,0.25,0.8166666666666668,Asia
1147,TV Show,Godless,2017,9.2,1,0,-0.17272727272727273,0.5575757575757576,North America
1148,Movie,Ludo,2015,7.6,88,0,-0.3555555555555556,0.6333333333333333,Asia
1149,Movie,Mercy,2016,7.6,88,0,0.1,0.2,North America
1151,Movie,K-19: The Widowmaker,2002,6.7,138,0,0.25,0.3333333333333333,Europe
1152,TV Show,Mortel,2019,6.4,1,0,0.21999999999999997,0.7022222222222222,Europe
1153,Movie,The Knight Before Christmas,2019,5.5,93,0,0.29000000000000004,0.535,North America
1154,Movie,De Palma,2015,7.4,110,0,0.05555555555555555,0.2222222222222222,North America
1155,TV Show,Oh My Ghost,2018,6.5,1,0,0.25,0.25,Asia
1156,Movie,The Tribe,2018,5.8,91,0,-0.08181818181818182,0.2772727272727273,Europe
1158,Movie,Brian Regan: Nunchucks and Flamethrowers,2017,6.3,61,0,-0.03787878787878788,0.7348484848484849,North America
1159,Movie,Saving Capitalism,2017,6.8,73,0,0.0,0.0,North America
1160,Movie,The Case for Christ,2017,6.2,113,0,0.0,0.0,North America
1161,Movie,Carlos Ballarta: El amor es de putos,2016,7.0,67,0,0.0,0.03333333333333333,North America
1162,Movie,Adore,2013,6.2,111,0,0.05500000000000001,0.315,Oceania
1163,TV Show,Bangkok Buddies,2019,6.8,1,0,-0.05,0.30625,Unknown
1164,Movie,Be Somebody,2016,5.6,88,0,0.06678571428571428,0.37785714285714284,North America
1165,Movie,Beavis and Butt-head Do America,1996,6.8,81,0,0.0,0.0,North America
1166,Movie,Bebe's Kids,1992,1.7,73,0,0.0,0.0,North America
1167,Movie,"Bikram: Yogi, Guru, Predator",2019,6.7,86,0,0.030000000000000006,0.47000000000000003,North America
1168,Movie,Black Snake Moan,2007,6.9,116,0,0.35,0.7,North America
1169,Movie,Carriers,2009,6.0,85,0,0.0,0.0,North America
1171,Movie,Dream/Killer,2015,7.4,109,0,-0.10000000000000003,0.6666666666666666,North America
1172,Movie,Evolution,2001,7.9,102,0,-0.175,0.425,North America
1173,Movie,Eye for an Eye,1996,4.6,101,0,0.6,1.0,North America
1174,TV Show,Holiday Secrets,2019,6.5,1,0,-0.024999999999999994,0.425,Europe
1175,Movie,Hot Rod,2007,8.2,88,0,0.0,0.0,North America
1176,Movie,It Takes Two,1995,6.7,101,0,0.2606060606060606,0.6802424242424243,North America
1177,Movie,"Lorena, Light-Footed Woman",2019,7.0,28,0,0.0,0.0,North America
1178,Movie,"Love, Rosie",2014,7.1,103,0,0.025000000000000005,0.325,Europe
1179,Movie,Mallesham,2019,8.3,131,0,0.5,0.6,Asia
1180,Movie,Once Upon a Time in the West,1968,8.2,166,0,0.05,0.2,Europe
1181,Movie,She's Out of My League,2010,6.4,105,0,0.0,0.0,North America
1182,Movie,Superstar,1999,8.7,82,0,0.11250000000000002,0.4583333333333333,North America
1183,Movie,The Adventures of Tintin,2011,6.0,107,0,0.1722222222222222,0.35555555555555557,North America
1184,Movie,The Devil Inside,2012,7.7,84,0,-0.30000000000000004,0.35,North America
1185,Movie,The First Wives Club,1996,6.6,103,0,0.0,0.05,North America
1186,Movie,The Gift,2000,8.3,112,0,-0.1,0.1,North America
1187,Movie,"The Goods: Live Hard, Sell Hard",2009,5.7,89,0,0.03125,0.25,North America
1188,Movie,The Longest Yard,1974,8.4,121,0,-0.10000000000000002,0.10000000000000002,North America
1189,Movie,The Love Guru,2008,8.9,87,0,0.25,0.55,Europe
1190,Movie,The Rainmaker,1997,7.3,136,0,-0.2,0.7,North America
1191,Movie,What's Eating Gilbert Grape,1993,7.7,118,0,-0.08787878787878789,0.6181818181818182,North America
1192,TV Show,Who Killed Little Gregory?,2019,7.4,1,0,-0.21666666666666667,0.7166666666666667,Europe
1193,Movie,World Trade Center,2006,7.3,129,0,-0.425,0.425,North America
1194,Movie,Young Adult,2011,7.0,94,0,0.1,0.2,North America
1195,Movie,"Yours, Mine and Ours",2005,8.1,88,0,0.0,0.0,North America
1196,Movie,Zodiac,2007,6.7,158,0,-0.05000000000000001,0.5833333333333334,North America
1197,TV Show,Kulipari: Dream Walker,2018,7.6,1,0,0.0,0.1,Unknown
1199,Movie,Puppy Star Christmas,2018,3.6,91,0,0.13636363636363635,0.45454545454545453,North America
1200,Movie,Sabrina,2018,4.1,114,0,-0.2,0.5,Asia
1201,Movie,Target,2018,5.4,91,0,-0.2,0.42000000000000004,Asia
1202,TV Show,The Final Table,2018,7.6,1,0,0.5,0.5,North America
1203,Movie,Trevor Noah: Son of Patricia,2018,7.3,64,0,0.17857142857142858,0.2857142857142857,North America
1204,Movie,100 Things to do Before High School,2014,7.9,44,0,0.58,0.41999999999999993,North America
1205,Movie,A Fairly Odd Summer,2014,3.8,68,0,-0.04999999999999999,0.95,North America
1206,TV Show,Bella and the Bulldogs,2015,4.9,1,0,-0.07777777777777779,0.14444444444444446,North America
1207,Movie,Big Time Movie,2012,6.1,68,0,0.08333333333333333,0.22777777777777777,North America
1208,Movie,Don't Be Afraid of the Dark,2010,6.8,99,0,0.13954545454545456,0.4009090909090909,North America
1211,Movie,Jinxed,2013,4.9,69,0,-0.3499999999999999,0.3333333333333333,North America
1212,Movie,LEGENDS OF THE HIDDEN TEMPLE,2016,5.7,68,0,-0.3333333333333333,0.3666666666666667,North America
1213,Movie,"Liar, Liar, Vampire",2015,5.7,68,0,-0.12121212121212122,0.3181818181818182,North America
1214,Movie,Shark Night,2011,7.4,91,0,-1.0,1.0,North America
1215,Movie,The Boy Who Cried Werewolf,2010,5.9,86,0,0.38,0.77,North America
1216,Movie,The Massively Mixed-Up Middle School Mystery,2015,7.3,40,0,0.11666666666666665,0.8333333333333333,North America
1217,Movie,Ana e Vitória,2018,6.4,116,0,0.3,0.5,South America
1218,TV Show,Brainchild,2018,7.9,1,0,0.3444444444444444,0.5222222222222223,Unknown
1220,Movie,The Holiday Calendar,2018,5.7,95,0,0.39999999999999997,0.5416666666666666,North America
1221,TV Show,The Judgement,2018,7.1,1,0,0.0,0.4,Asia
1222,Movie,The Other Side of the Wind,2018,6.7,122,0,0.3090909090909091,0.48030303030303034,Europe
1225,Movie,Thorne: Sleepyhead,2010,6.7,125,0,-0.049999999999999996,0.21666666666666667,Europe
1226,Movie,Iliza Shlesinger: Unveiled,2019,6.5,78,0,0.0,0.0,North America
1228,TV Show,No Time for Shame,2019,5.8,1,0,0.425,0.625,South America
1229,Movie,Donald Glover: Weirdo,2012,7.4,65,0,0.2545454545454545,0.610909090909091,North America
1230,Movie,The Pixar Story,2007,7.7,89,0,-0.2,0.35,North America
1231,Movie,The Prison,2017,6.5,125,0,0.0,0.0,Asia
1232,Movie,Colin Quinn: The New York Story,2016,6.9,62,0,0.06818181818181818,0.22727272727272727,North America
1233,Movie,Divines,2016,7.4,107,0,0.175,0.3633333333333334,Europe
1234,TV Show,La Niña,2016,8.4,1,0,-0.05,0.2,South America
1235,Movie,Sour Grapes,2016,7.1,85,0,0.7,0.8500000000000001,Europe
1236,Movie,Naomi and Ely's No Kiss List,2015,5.4,91,0,0.47222222222222227,0.3361111111111111,North America
1237,Movie,Splatter,2009,5.2,29,0,0.0,0.0,North America
1238,TV Show,Candy Online,2019,5.4,1,0,-0.37121212121212127,0.6333333333333333,Asia
1239,TV Show,Eternal Love,2017,8.4,1,0,0.37142857142857144,0.6339285714285714,Asia
1240,TV Show,La Doña,2016,6.8,1,0,0.07500000000000001,0.9,North America
1241,TV Show,Silvana Sin Lana,2016,7.1,1,0,0.0625,0.375,North America
1242,Movie,A Christmas Prince,2017,5.7,92,0,0.1,0.35,North America
1244,Movie,Krish Trish and Baltiboy: Face Your Fears,2017,9.0,65,0,0.0,0.0,Asia
1245,Movie,Mudbound,2017,7.4,135,0,-0.34722222222222227,0.4777777777777778,North America
1246,Movie,Santa Claws,2014,8.4,86,0,-0.17499999999999993,0.6083333333333334,North America
1247,TV Show,Shot in the Dark,2017,7.7,1,0,0.0,0.0,North America
1248,TV Show,Paranoid,2016,7.6,1,0,-0.5125,0.7,Europe
1249,Movie,Drive,2011,7.7,100,0,-0.15000000000000002,0.875,North America
1250,Movie,Iron Sky: The Coming Race,2019,5.0,93,0,0.0,1.0,Europe
1251,Movie,Jeff Dunham: All Over the Map,2014,7.0,84,0,0.575,0.725,North America
1252,Movie,Suffragette,2015,6.9,107,0,0.03333333333333333,0.16666666666666666,Europe
1253,Movie,The Green Inferno,2013,5.3,101,0,-0.2,0.2,North America
1254,Movie,Cam,2018,5.9,95,0,-0.0666666666666667,1.0,North America
1255,TV Show,Dogs,2018,8.0,1,0,0.1,0.625,North America
1256,Movie,Follow Me,2017,5.4,86,0,0.016666666666666666,0.08333333333333334,Asia
1257,TV Show,Narcos: Mexico,2018,8.4,1,0,0.12159090909090908,0.4636363636363636,North America
1258,Movie,Nothing to Hide,2018,6.3,94,0,-0.19999999999999998,0.4583333333333333,Europe
1259,Movie,The Ballad of Buster Scruggs,2018,7.3,133,0,-0.10416666666666667,0.5,North America
1260,Movie,The Princess Switch,2018,6.0,102,0,0.0,0.0,North America
1261,TV Show,Vai Anitta,2018,5.5,1,0,-0.13181818181818183,0.5772727272727273,South America
1262,Movie,9,2009,6.8,80,0,0.10000000000000003,0.95,North America
1263,TV Show,At the Dolphin Bay,2003,6.9,1,0,0.24500000000000002,0.46499999999999997,Asia
1264,Movie,Earthquake Bird,2019,5.9,107,0,0.1,0.3125,North America
1266,Movie,GO! The Unforgettable Party,2019,5.1,60,0,0.0,0.0,South America
1267,Movie,Guna 369,2019,6.2,143,0,-0.15,0.39999999999999997,Asia
1268,Movie,House Arrest,2019,8.0,105,0,-0.1,1.0,Asia
1269,TV Show,I'm with the Band: Nasty Cherry,2019,6.5,1,0,0.2,0.45,North America
1271,Movie,K-on! the movie,2011,7.6,110,0,0.1481818181818182,0.52,Asia
1272,Movie,Klaus,2019,7.7,98,0,-0.2583333333333333,0.6833333333333332,Europe
1273,TV Show,La Robe De Mariee Des Cieux,2004,6.1,1,0,-0.23333333333333328,0.5555555555555555,Asia
1274,Movie,Leap Year,2010,7.7,100,0,0.5375,0.875,North America
1275,TV Show,My MVP Valentine,2002,6.8,1,0,0.215,0.785,Asia
1276,TV Show,My Sassy Girl,2017,7.3,1,0,-0.011111111111111117,0.5377777777777778,Asia
1277,Movie,SunGanges,2018,7.7,74,0,0.0,1.0,Asia
1278,Movie,The 24 Hour War,2016,8.8,100,0,0.26666666666666666,0.6333333333333333,North America
1279,TV Show,The Club,2019,7.6,1,0,0.19666666666666668,0.5650000000000001,North America
1280,Movie,The Garden of Words,2013,7.4,46,0,0.14166666666666666,0.6958333333333334,Asia
1281,TV Show,The Stranded,2019,6.2,1,0,-0.1,0.5,Asia
1283,Movie,Aalorukkam,2018,6.5,122,0,0.35,0.25,Asia
1285,Movie,Christmas Wedding Planner,2017,4.3,86,0,0.11481481481481481,0.5546296296296297,North America
1286,Movie,Halkaa,2018,7.1,111,0,0.11333333333333333,0.6599999999999999,Asia
1287,Movie,Mala Kahich Problem Nahi,2017,7.3,132,0,0.0,0.0,Asia
1288,Movie,May the Devil Take You,2018,5.9,111,0,-0.19,0.57,Asia
1289,Movie,Muzaffarnagar Baaqi Hai,2015,7.1,136,0,0.0,0.0,Asia
1290,Movie,Odu Raja Odu,2018,6.9,121,0,0.6,0.9,Asia
1291,Movie,Only the Dead,2015,7.6,76,0,0.3,0.6333333333333333,Oceania
1292,Movie,Pimpal,2017,7.5,92,0,-0.053409090909090906,0.3625,Asia
1293,Movie,Savita Damodar Paranjpe,2018,5.7,119,0,-0.16,0.64,Asia
1294,Movie,Shopkins: Chef Club,2016,5.2,45,0,0.24545454545454545,0.44595959595959594,North America
1297,Movie,The Crew,2015,6.1,81,0,0.14999999999999997,0.675,Europe
1298,Movie,The Giant,2017,4.2,115,0,0.0,1.0,Europe
1299,Movie,A Flying Jatt,2016,3.1,142,0,-0.45,1.0,Asia
1300,TV Show,Chuck Chicken,2017,6.2,1,0,0.0,0.0,Asia
1301,Movie,Lucky: No Time for Love,2005,4.7,131,0,0.27777777777777773,0.6111111111111112,Asia
1302,TV Show,The Irregular at Magic High School,2014,7.1,1,0,0.27555555555555555,0.6244444444444445,Asia
1303,TV Show,The Method,2015,7.3,1,0,0.31666666666666665,0.6166666666666666,Europe
1304,TV Show,Brown Nation,2016,6.8,1,0,0.16666666666666666,0.5,North America
1305,Movie,Dieter Nuhr: Nuhr in Berlin,2016,4.7,69,0,0.2125,0.375,Europe
1308,Movie,Clarence Clemons: Who Do I Think I Am?,2019,6.2,88,0,0.3,0.43333333333333335,North America
1310,TV Show,My Dear Warrior,2019,4.9,1,0,0.302,0.548,Asia
1311,Movie,DeRay Davis: How to Act Black,2017,6.1,66,0,0.02777777777777778,0.3666666666666667,North America
1312,Movie,Hickok,2017,4.7,88,0,0.35,0.6000000000000001,North America
1313,Movie,Chelsea Peretti: One of the Greats,2014,6.9,75,0,-0.09761904761904762,0.6154761904761904,North America
1314,Movie,Casa de mi Padre,2012,5.5,84,0,0.0,0.0,North America
1315,TV Show,Maradona in Mexico,2020,7.3,1,0,0.4,0.375,South America
1316,Movie,BuyBust,2018,5.7,128,0,-0.2589285714285714,0.7857142857142857,Asia
1317,Movie,Loudon Wainwright III: Surviving Twin,2018,7.1,92,0,0.25,0.9166666666666666,Unknown
1318,TV Show,Warrior,2018,7.8,1,0,0.1,0.55,Europe
1320,Movie,John Mulaney: The Comeback Kid,2015,7.9,62,0,-0.008333333333333331,0.25,North America
1322,Movie,Jeff Garlin: Our Man In Chicago,2019,5.9,59,0,0.4,0.3,North America
1323,Movie,Green Room,2015,7.7,95,0,0.0,0.5,North America
1324,Movie,Long Time Running,2017,8.1,96,0,0.2333333333333333,0.35555555555555557,North America
1325,Movie,A Single Man,2009,7.5,100,0,0.20833333333333334,0.4166666666666667,North America
1326,TV Show,Put Your Head on My Shoulder,2019,8.1,1,0,0.03125,0.25,Asia
1327,Movie,Submission,2019,5.4,95,0,0.13636363636363635,0.45454545454545453,North America
1328,Movie,To Be of Service,2019,7.3,88,0,0.06818181818181818,0.22727272727272727,North America
1329,Movie,Bon Cop Bad Cop 2,2017,6.6,126,0,0.125,0.125,North America
1331,Movie,True Memoirs of an International Assassin,2016,5.9,98,0,0.25,0.55,North America
1332,TV Show,Age of Tanks,2017,7.3,1,0,-0.03333333333333333,0.03333333333333333,Europe
1333,TV Show,Helix,2015,7.3,1,0,0.04545454545454545,0.5181818181818182,North America
1334,Movie,The Workshop,2017,4.6,114,0,-0.024999999999999994,0.30000000000000004,Europe
1335,Movie,Bill Burr: Let It Go,2010,8.3,65,0,0.09340659340659341,0.28021978021978017,North America
1336,TV Show,Blazing Transfer Students,2017,6.9,1,0,0.0,1.0,Asia
1337,Movie,Mea Culpa,2017,8.2,54,0,0.2087912087912088,0.510989010989011,North America
1338,Movie,Natalia Valdebenito: Gritona,2017,5.7,76,0,0.3,0.65,North America
1339,Movie,The Killer,2017,7.4,100,0,0.0,0.0,South America
1341,Movie,Kathleen Madigan: Bothering Jesus,2016,7.4,71,0,0.08333333333333333,0.16666666666666666,North America
1342,TV Show,100% Hotter,2017,4.4,1,0,0.0,0.0,Europe
1343,Movie,16 Blocks,2006,6.6,102,0,0.21666666666666667,0.6166666666666667,North America
1345,Movie,A Remarkable Tale,2019,5.3,94,0,0.1,1.0,Europe
1346,TV Show,A Year In Space,2015,7.3,1,0,0.8,1.0,North America
1347,TV Show,Ad Vitam,2018,6.4,1,0,-0.06272727272727273,0.43499999999999994,Europe
1348,Movie,American History X,1998,8.5,119,0,0.0,0.05,North America
1349,Movie,American Son,2019,5.8,90,0,-0.1,0.025,North America
1350,Movie,Anger Management,2003,4.4,105,0,-0.18,0.48,North America
1351,Movie,Apache Warrior,2017,6.6,89,0,0.35,0.65,North America
1353,Movie,Butterfield 8,1960,6.3,108,0,0.2464285714285714,0.7339285714285714,North America
1354,Movie,Cat on a Hot Tin Roof,1958,7.5,108,0,0.25,0.5,North America
1355,Movie,Christmas Break-In,2019,4.5,87,0,0.0,0.0,North America
1357,Movie,Christmas Survival,2018,5.1,101,0,0.0,0.0,Europe
1358,Movie,Cleopatra Jones,1973,5.9,89,0,0.10079365079365078,0.4301587301587302,North America
1359,Movie,Code Name: The Cleaner,2007,4.6,91,0,0.0,0.0,North America
1360,Movie,Doctor Zhivago,1965,7.3,200,0,0.35000000000000003,0.6,North America
1361,Movie,Drive,2019,7.7,119,0,0.12,0.8400000000000001,Asia
1362,Movie,Elliot the Littlest Reindeer,2018,4.9,90,0,0.0,0.5,North America
1363,Movie,Enter the Dragon,1973,8.0,103,0,-0.29500000000000004,0.44000000000000006,Asia
1364,Movie,Euphoria,2018,6.8,110,1,0.0,0.5,Europe
1365,Movie,Executive Decision,1996,5.9,133,0,0.1,0.4,North America
1366,Movie,Fallen,1998,7.8,124,0,-0.2977777777777778,0.6466666666666667,North America
1367,Movie,Fear and Loathing in Las Vegas,1998,7.5,118,0,0.5,1.0,North America
1368,Movie,Fire in Paradise,2019,7.0,40,0,0.0,0.0,North America
1369,Movie,Forbidden Planet,1956,7.5,98,0,0.4333333333333333,0.5333333333333333,North America
1370,Movie,Getting Played,2005,6.2,85,0,-0.45,0.8,North America
1371,Movie,Gigi,1958,7.2,115,0,0.4125,0.7375,North America
1372,Movie,Gosford Park,2001,7.2,137,0,0.5,1.0,North America
1373,Movie,Gothika,2003,5.8,98,0,-0.125,0.31875,North America
1374,Movie,Grease,1978,8.1,110,0,0.3,0.26666666666666666,North America
1375,TV Show,Hache,2019,6.5,1,0,-0.04999999999999999,0.75,Europe
1377,TV Show,Hello Ninja,2019,6.8,1,0,0.0,0.9375,Unknown
1378,Movie,Holiday in the Wild,2019,6.1,86,0,-0.05625,0.625,Unknown
1379,Movie,Holly Star,2018,5.2,92,0,0.0,0.0,North America
1380,Movie,How to Be a Latin Lover,2017,6.0,116,0,0.06818181818181818,0.3106060606060606,North America
1381,Movie,How to Be a Player,1997,8.9,94,0,0.0,0.0,North America
1382,Movie,Invictus,2009,7.7,134,0,0.13636363636363635,0.45454545454545453,North America
1383,Movie,Jimi Hendrix,1973,8.7,102,0,0.16666666666666666,0.16666666666666666,North America
1384,Movie,King's Ransom,2005,7.7,98,0,0.3111111111111111,0.7222222222222223,North America
1385,Movie,Legion,2010,8.2,100,0,0.4666666666666667,0.7,North America
1386,Movie,Like Water for Chocolate,1992,7.1,105,0,0.0,0.0,North America
1388,Movie,Logan's Run,1976,8.1,118,0,0.09545454545454546,0.5499999999999999,North America
1389,Movie,Lolita,1962,8.2,153,0,-0.05555555555555555,0.14444444444444446,Europe
1390,Movie,Love Jones,1997,5.6,109,0,0.03666666666666667,0.4666666666666667,North America
1391,Movie,Mad Money,2008,5.8,99,0,0.1,0.2,North America
1393,Movie,Money Talks,1997,6.3,96,1,-0.25,0.275,North America
1394,Movie,Monster House,2006,4.5,91,0,0.04999999999999999,1.0,North America
1395,Movie,Mutiny on the Bounty,1962,7.2,185,0,0.0,0.0,North America
1396,Movie,Nacho Libre,2006,5.8,92,0,0.05,0.05,North America
1398,Movie,Ocean's Eleven,1960,7.7,127,0,-0.2,0.1,North America
1399,Movie,Paid in Full,2002,8.1,98,0,0.0,0.0,North America
1400,TV Show,Queer Eye: We're in Japan!,2019,8.2,1,0,0.21481481481481482,0.16296296296296298,North America
1401,Movie,Rebel Without a Cause,1955,6.6,111,0,-0.1475378787878788,0.4630681818181818,North America
1402,Movie,Revolutionary Road,2008,7.3,120,0,0.5,0.5333333333333333,North America
1403,Movie,Rosemary's Baby,1968,7.6,137,0,0.26285714285714284,0.5876190476190476,North America
1404,Movie,Rounders,1998,7.3,121,0,0.16,0.5399999999999999,North America
1405,Movie,Rumble in the Bronx,1995,6.7,89,0,0.16666666666666666,0.3666666666666667,Asia
1406,Movie,Santa Girl,2019,4.9,91,0,0.55,1.0,North America
1407,Movie,Sling Blade,1996,8.0,135,0,0.0,0.0,North America
1408,Movie,Sparkle,1976,6.8,98,0,-0.09999999999999999,0.10000000000000002,North America
1409,Movie,Spider-Man 3,2007,7.4,139,0,0.0,0.0,North America
1411,Movie,Step Brothers,2008,6.9,98,0,-0.2,0.8,North America
1412,Movie,Superfly,1972,5.2,91,0,0.0,0.18888888888888888,North America
1413,Movie,The Brave One,2007,7.2,122,0,-0.03465909090909092,0.6761363636363636,North America
1414,Movie,The Christmas Candle,2013,6.1,100,0,-0.05681818181818182,0.42727272727272725,Europe
1415,Movie,The Cincinnati Kid,1965,7.2,103,0,0.11818181818181818,0.2772727272727273,North America
1416,Movie,The Game,1997,8.5,129,0,0.15499999999999997,0.6599999999999999,North America
1417,Movie,The Great Raid,2005,6.6,133,0,0.0,0.0,North America
1419,Movie,The King,2019,6.6,141,0,0.0,0.05,Unknown
1420,Movie,The Last Boy Scout,1991,7.4,105,0,-0.15000000000000002,0.2875,North America
1421,Movie,The Man Without Gravity,2019,5.8,107,0,0.1111111111111111,0.3666666666666667,Europe
1422,Movie,The Matrix,1999,5.9,136,0,0.3,0.4666666666666666,North America
1423,Movie,The Matrix Reloaded,2003,4.8,138,0,0.06666666666666667,0.23888888888888893,North America
1424,Movie,The Matrix Revolutions,2003,5.7,129,0,-0.1,0.5,North America
1426,Movie,The Pelican Brief,1993,6.6,141,0,0.0,0.0,North America
1427,Movie,The Tuxedo,2002,6.9,99,0,0.13636363636363635,0.45454545454545453,North America
1428,Movie,"Thelonious Monk: Straight, No Chaser",1988,7.6,89,0,0.25,0.25,North America
1430,Movie,Vantage Point,2008,7.8,90,0,0.0,0.0,North America
1431,TV Show,Vientos de agua,2006,8.7,1,0,0.1,0.1,South America
1432,TV Show,We Are the Wave,2019,6.2,1,0,-0.075,0.7,Unknown
1433,Movie,Wild Child,2008,8.0,98,0,0.1,1.0,North America
1434,Movie,Zoé: Panoramas,2016,6.8,89,0,0.3,0.4,Unknown
1435,Movie,Zombieland,2009,6.8,88,0,0.0,0.0,North America
1436,Movie,A Wednesday,2008,8.0,103,0,0.0,0.0,Asia
1437,Movie,Aagey Se Right,2009,5.2,117,0,-0.015000000000000003,0.485,Asia
1438,Movie,Aamir,2008,7.2,95,0,0.0,0.0,Asia
1441,Movie,Arjun: The Warrior Prince,2011,6.7,91,0,0.13333333333333333,0.2833333333333333,Asia
1442,Movie,Asees,2018,7.3,123,0,0.0,0.0,Asia
1443,Movie,Barfi!,2012,8.1,144,0,0.3666666666666667,0.4666666666666666,Asia
1444,Movie,BASEketball,1998,6.5,103,0,0.0,0.0,North America
1449,Movie,Chance Pe Dance,2009,4.8,121,0,0.14250000000000002,0.5599999999999999,Asia
1450,Movie,Christmas With A View,2018,5.1,91,0,0.0006060606060605877,0.4675757575757576,North America
1451,Movie,Chup Chup Ke,2006,6.9,158,0,0.0,0.0,Asia
1452,Movie,Dhan Dhana Dhan Goal,2007,5.0,157,0,0.0,0.0,Europe
1453,Movie,Dhoondte Reh Jaoge,2009,5.6,124,0,0.0,0.0,Asia
1454,Movie,Do Dooni Chaar,2010,7.5,106,0,-0.051851851851851864,0.12962962962962965,Asia
1455,Movie,Edge of Fear,2018,4.5,92,0,0.0,0.0,North America
1457,Movie,Filmworker,2017,7.4,94,0,0.19999999999999998,0.3,North America
1459,TV Show,Get Shorty,2017,8.6,1,0,0.0,0.0,North America
1460,Movie,Ghanchakkar,2013,7.5,129,0,0.04,0.52,Asia
